# Minitial =  1.00 msun, Z = 0.0040, Mfinal = 0.610 msun
  species    A      yield       mass(i)_lost    mass(i)_0        <X(i)>          X0(i)   log10(<X(i)>/X0(i)) 
   si28     28   2.6605383E-05  6.8325672E-04  6.5665133E-04  1.3602563E-04  1.3073678E-04  1.7222947E-02
   si29     29   6.2345389E-06  4.0684048E-05  3.4449509E-05  8.0995524E-06  6.8587660E-06  7.2215043E-02
   si30     30   1.2490387E-05  3.6142868E-05  2.3652481E-05  7.1954746E-06  4.7091189E-06  1.8411981E-01
   si31     31   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   si32     32   9.0977413E-11  9.0977413E-11  0.0000000E+00  1.8112168E-11  0.0000000E+00  0.0000000E+00
   si33     33   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p29     29   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p30     30   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    p31     31   3.5151661E-06  1.1715912E-05  8.2007464E-06  2.3324533E-06  1.6327374E-06  1.5489662E-01
    p32     32   2.3224798E-14  2.3224798E-14  0.0000000E+00  4.6236907E-15  0.0000000E+00  0.0000000E+00
    p33     33   4.3032239E-22  4.3032239E-22  0.0000000E+00  8.5670395E-23  0.0000000E+00  0.0000000E+00
    p34     34   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
    s32     32  -5.2603136E-06  3.9278081E-04  3.9804113E-04  7.8196463E-05  7.9248472E-05 -5.8037755E-03
    s33     33   4.7896492E-08  3.2880021E-06  3.2401056E-06  6.5458931E-07  6.4509271E-07  6.3467659E-03
    s34     34   8.1068720E-08  1.8795536E-04  1.8787429E-04  3.7418948E-05  3.7405054E-05  1.6129141E-04
    s35     35   3.3833405E-07  3.3833405E-07  0.0000000E+00  6.7356972E-08  0.0000000E+00  0.0000000E+00
   fe54     54  -2.1614615E-06  6.9554670E-05  7.1716131E-05  1.3847237E-05  1.4278407E-05 -1.3316648E-02
   fe55     55   1.6999940E-07  1.6999940E-07  0.0000000E+00  3.3844199E-08  0.0000000E+00  0.0000000E+00
   fe56     56  -2.9724673E-05  1.1461766E-03  1.1759013E-03  2.2818567E-04  2.3411745E-04 -1.1145432E-02
   fe57     57   6.4648702E-07  2.9364859E-05  2.8718372E-05  5.8460801E-06  5.7177185E-06  9.6419649E-03
   fe58     58   6.5614718E-06  1.0280317E-05  3.7188452E-06  2.0466489E-06  7.4040793E-07  4.4157228E-01
   fe59     59   4.7646710E-21  4.7646710E-21  0.0000000E+00  9.4857078E-22  0.0000000E+00  0.0000000E+00
   fe60     60   8.0035506E-06  8.0035506E-06  0.0000000E+00  1.5933806E-06  0.0000000E+00  0.0000000E+00
   fe61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   co59     59   2.8759957E-06  6.2537792E-06  3.3777835E-06  1.2450288E-06  6.7250380E-07  2.6748466E-01
   co60     60   5.8680101E-12  5.8680101E-12  0.0000000E+00  1.1682282E-12  0.0000000E+00  0.0000000E+00
   co61     61   0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
   ni58     58  -1.4479665E-06  4.8282520E-05  4.9730486E-05  9.6122876E-06  9.9011504E-06 -1.2858909E-02
   ni59     59   1.0641992E-09  1.0641992E-09  0.0000000E+00  2.1186526E-10  0.0000000E+00  0.0000000E+00
   ni60     60   1.0664189E-06  2.0762101E-05  1.9695683E-05  4.1334069E-06  3.9213351E-06  2.2874216E-02
   ni61     61   1.9148129E-05  2.0012558E-05  8.6442930E-07  3.9841843E-06  1.7210458E-07  1.3645470E+00
   ni62     62  -2.7891056E-06  3.3033325E-09  2.7924088E-06  6.5764139E-10  5.5595797E-07 -2.9270527E+00
